date,open,high,low,close,volume
8/14/2020 9:30,105.8,105.8,105.8,105.8,152.0
8/14/2020 9:31,106.12,106.21,106.0,106.14,191100.0
8/14/2020 9:32,106.18,106.3,106.16,106.25,9002.0
8/14/2020 9:33,106.29,106.33,106.21,106.33,11349.0
8/14/2020 9:34,106.33,106.4,106.28,106.29,19594.0
8/14/2020 9:35,106.319,106.33,106.25,106.25,9696.0
8/14/2020 9:36,106.27,106.3,106.11,106.155,12053.0
8/14/2020 9:37,106.155,106.2,106.13,106.14,14298.0
8/14/2020 9:38,106.14,106.25,106.13,106.15,15735.0
8/14/2020 9:39,106.12,106.13,105.85,105.87,8878.0
8/14/2020 9:40,105.87,105.99,105.84,105.94,9142.0
8/14/2020 9:41,105.9285,106.04,105.92,105.94,31634.0
8/14/2020 9:42,105.935,105.935,105.7988,105.87,5453.0
8/14/2020 9:43,105.88,105.91,105.7,105.71,14100.0
8/14/2020 9:44,105.74,105.8,105.67,105.8,5298.0
8/14/2020 9:45,105.83,105.925,105.83,105.891,2917.0
8/14/2020 9:46,105.865,105.88,105.77,105.78,9814.0
8/14/2020 9:47,105.78,105.78,105.6,105.61,13888.0
8/14/2020 9:48,105.62,105.66,105.49,105.5308,7203.0
8/14/2020 9:49,105.53,105.6,105.5,105.55,13419.0
8/14/2020 9:50,105.55,105.55,105.46,105.47,6251.0
8/14/2020 9:51,105.48,105.6,105.47,105.6,15279.0
8/14/2020 9:52,105.62,105.8,105.62,105.71,7544.0
8/14/2020 9:53,105.71,105.78,105.66,105.78,10163.0
8/14/2020 9:54,105.77,105.95,105.77,105.94,10416.0
8/14/2020 9:55,105.92,105.9651,105.91,105.93,2400.0
8/14/2020 9:56,105.9454,105.965,105.88,105.93,4844.0
8/14/2020 9:57,105.91,105.9255,105.88,105.9,3775.0
8/14/2020 9:58,105.91,105.91,105.84,105.86,8844.0
8/14/2020 9:59,105.855,105.88,105.85,105.86,8366.0
8/14/2020 10:00,105.84,106.075,105.84,106.075,6457.0
8/14/2020 10:01,106.0901,106.195,106.02,106.05,8367.0
8/14/2020 10:02,106.03,106.13,106.03,106.06,6163.0
8/14/2020 10:03,106.05,106.08,106.01,106.03,7759.0
8/14/2020 10:04,106.025,106.07,105.985,105.985,7195.0
8/14/2020 10:05,105.9878,106.03,105.87,105.87,5293.0
8/14/2020 10:06,105.86,105.865,105.8,105.865,8635.0
8/14/2020 10:07,105.85,105.91,105.825,105.905,3789.0
8/14/2020 10:08,105.91,105.92,105.89,105.9,2865.0
8/14/2020 10:09,105.9,106.01,105.9,106.01,4372.0
8/14/2020 10:10,106.04,106.09,106.015,106.06,3424.0
8/14/2020 10:11,106.08,106.08,106.0,106.02,1680.0
8/14/2020 10:12,106.0,106.01,105.96,106.01,3279.0
8/14/2020 10:13,106.05,106.11,106.05,106.09,3974.0
8/14/2020 10:14,106.08,106.21,106.08,106.18,8356.0
8/14/2020 10:15,106.19,106.19,106.09,106.15,8595.0
8/14/2020 10:16,106.18,106.21,106.16,106.21,5241.0
8/14/2020 10:17,106.23,106.33,106.23,106.33,4966.0
8/14/2020 10:18,106.32,106.32,106.22,106.22,5845.0
8/14/2020 10:19,106.215,106.27,106.21,106.26,2357.0
8/14/2020 10:20,106.28,106.3352,106.11,106.11,8596.0
8/14/2020 10:21,106.12700000000001,106.1475,106.05,106.05,5256.0
8/14/2020 10:22,106.04,106.14,105.99,106.14,6647.0
8/14/2020 10:23,106.15,106.21,106.14,106.19,6389.0
8/14/2020 10:24,106.17,106.26,106.17,106.23,2577.0
8/14/2020 10:25,106.21,106.2374,106.19,106.22,3859.0
8/14/2020 10:26,106.24,106.24,106.19,106.2,5879.0
8/14/2020 10:27,106.18,106.18,106.095,106.125,2932.0
8/14/2020 10:28,106.13,106.16,106.13,106.14,3756.0
8/14/2020 10:29,106.13,106.13,106.0,106.03,11334.0
8/14/2020 10:30,106.02,106.05,106.015,106.02,3927.0
8/14/2020 10:31,106.02,106.14,106.02,106.14,6888.0
8/14/2020 10:32,106.16,106.26,106.16,106.235,5263.0
8/14/2020 10:33,106.23,106.3,106.225,106.3,4665.0
8/14/2020 10:34,106.305,106.33,106.2942,106.31,5497.0
8/14/2020 10:35,106.32,106.4,106.32,106.4,18117.0
8/14/2020 10:36,106.4,106.41,106.36,106.41,5829.0
